parametre_id,nom,valeur,unite,page_pdf,fiabilite,pertinence_modele,commentaire,biais_ref,_source_key,_source_sheet,voie_id_dataset,nom_afcc,code_gr,pct_repondants,n_estime,passe_sjpp,passe_somport,longueur_km,pertinence_projet,notes,mois_num,mois,pct_repondants_actifs,signal_modele,dimension,categorie,valeur_pct,base_n_estime,notes_modele,theme,critere,note_sur_4,norme,comparaison_lot_focus,obs_id,source,producteur,annee_enquete,annee_publication,perimetre,type_donnee,page,Durée,Voie du Puy,Via Turonensis (Tours),Via Lemovicensis (Vézelay),Lot (dpt 46) — tranche estimée,Implication modèle à compartiments,Thème,Indicateur,Lot,Total / Voie Puy,Écart,Lecture analytique,Signal,Donnée source,Implication pour le modèle,Priorité,point_id_projet,lieu,departement,voie_id,valeur_2016,type_source_carte,lien_dataset_principal,comparaison_afcc_2021,valeur_2018,valeur_2017,n_estime_2018,indicateur,comparaison_sources,implication_modele
,,,,3,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,54.0,,,,,,,,,,age,45 à 60 ans,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14% 49-56 ans AFCC 2021,,,,,,
,,,,3,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,27.0,,,,,,,,,,age,26 à 44 ans,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13% 35-49 ans AFCC 2021,,,,,,
,,,,3,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,7.0,,,,,,,,,,age,15 à 25 ans,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11% <35 ans AFCC 2021,,,,,,
,,,,3,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,156.0,,,,,Proportion retraités nettement plus élevée sur Voie d'Arles,,,,,statut_pro,Retraités,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44% AFCC 2021,,,,,,
,,,,3,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,76.0,,,,,,,,,,statut_pro,Actifs,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44% AFCC 2021,,,,,,
,,,,3,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,10.0,,,,,,,,,,statut_pro,Sans emploi,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8% AFCC 2021,,,,,,
,,,,3,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,5.0,,,,,,,,,,statut_pro,Étudiants,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3% AFCC 2021,,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,89.0,,,,,Surreprésentation régionale logique : Voie d'Arles traverse le Sud,,,,,region_origine,Occitanie,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non disponible AFCC 2021,,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,42.0,,,,,,,,,,region_origine,Nouvelle-Aquitaine,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,42.0,,,,,,,,,,region_origine,PACA,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,27.0,,,,,,,,,,region_origine,Auvergne-Rhône-Alpes,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,15.0,,,,,,,,,,region_origine,Île-de-France,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,27.0,,,,,,,,,,dept_origine,Hérault (34),11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,25.0,,,,,,,,,,dept_origine,Bouches-du-Rhône (13),10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,22.0,,,,,,,,,,dept_origine,Gironde (33),9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,22.0,,,,,,,,,,dept_origine,Haute-Garonne (31),9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,15.0,,,,,,,,,,dept_origine,Gard (30),6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,15.0,,,,,,,,,,dept_origine,Tarn (81),6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,84.0,,,,,Catégories différentes mais convergentes : sens ≈ ressourcement,,,,,motivation,Recherche de sens,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51% se ressourcer/déconnecter AFCC 2021 (Lot),,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,69.0,,,,,,,,,,motivation,Expérience humaine,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41% partager/rencontrer AFCC 2021 (Lot),,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,47.0,,,,,,,,,,motivation,Découverte,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24% tourisme AFCC Synthèse 2021,,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,30.0,,,,,Cohérent avec AFCC Synthèse,,,,,motivation,Religion,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12% cultuel AFCC Synthèse p.4,,,,,,
,,,,4,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,17.0,,,,,,,,,,motivation,Sport et aventure,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC 2021,,,,,,
,,,,5,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,230.0,,,,,Légèrement plus de vélos sur Voie d'Arles (7% vs 1-2%),,,,,mode_deplacement,À pied,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97% AFCC 2021,,,,,,
,,,,5,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,17.0,,,,,Voie d'Arles = voie utilisée par cyclistes (GR653 + Canal du Midi),,,,,mode_deplacement,À vélo,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1% vélo de randonnée AFCC 2021,,,,,,
,,,,5,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,148.0,,,,,Plus de cheminement solitaire sur Voie d'Arles,,,,,mode_groupe,Seul,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50% seul AFCC 2021,,,,,,
,,,,5,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,79.0,,,,,,,,,,mode_groupe,À deux,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18% couple AFCC 2021,,,,,,
,,,,5,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,20.0,,,,,,,,,,mode_groupe,En groupe,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9% famille + 1% groupe AFCC 2021,,,,,,
,,,,5,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,111.0,,,,,Voie d'Arles : hors-saison dominante — confirme profil non-estival,,,,,saisonnalite,Avril à juin,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pic mai AFCC 2021,,,,,,
,,,,5,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,81.0,,,,,Arrière-saison très marquée — cohérent avec profil retraités,,,,,saisonnalite,Septembre-octobre,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23% sept AFCC 2021,,,,,,
,,,,5,MOYENNE,,,,acir_toulouse_2017,02_profil_enquete,,,,,44.0,,,,,Moins d'été sur Voie d'Arles que sur Voie du Puy,,,,,saisonnalite,Juillet-août,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23% août AFCC 2021,,,,,,
,,,,5,FAIBLE,,,,acir_toulouse_2017,02_profil_enquete,,,,,10.0,,,,,,,,,,saisonnalite,Novembre à mars,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC 2021,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,178.0,,,,,DIFFÉRENCE MAJEURE : 72% primo sur V02 vs 51% toutes voies. Voie d'Arles = voie de découverte pour chevronnés du GR65,,,,,primo_cheminant,1ère fois Compostelle,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51% AFCC 2021 (toutes voies),,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,69.0,,,,,Ces 28% ont déjà fait principalement Voie du Puy + Camino Frances avant Voie d'Arles,,,,,primo_cheminant,Déjà pratiqué,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49% AFCC 2021,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,,,,,,Voie du Puy = chemin préalable dominant pour les non-primo de V02 (~150 répondants l'ont fait avant),,,,,chemin_precedent,Voie du Puy GR65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Référence V01,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,,,,,,Camino Frances 2e chemin préalable (~100 répondants),,,,,chemin_precedent,Camino Frances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Référence SJC,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,106.0,,,,,Point de départ majoritaire confirmé (V02 = GR653 depuis Arles),,,,,depart_principal,Arles,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non disponible,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,37.0,,,,,15% ne vont pas jusqu'à Arles — randonneurs sectionnistes de proximité,,,,,depart_local,Depuis commune résidence,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC 2021,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,64.0,,,,,SIGNAL CLÉ MODÈLE : 74% des marcheurs V02 n'arrivent PAS à Santiago — taux d'abandon/sectionnisme très élevé,,,,,completion_santiago,Jusqu'à Santiago,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré V02 AFCC,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,227.0,,,,,Grande majorité — seulement 8% sur Conques-Toulouse GR46,,,,,voie_principale,Voie d'Arles GR653,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13% AFCC 2021 toutes voies,,,,,,
,,,,6,ÉLEVÉE,,,,acir_toulouse_2017,02_profil_enquete,,,,,20.0,,,,,Très marginale,,,,,voie_principale,Conques-Toulouse GR46,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Hausse vs 2017. Segment post-Conques plus féminin que moyenne nationale. Cf. biais B02.,,,,,sexe,Femme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54% AFCC 2021,60.0,52.0,307.0,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,,,,,,sexe,Homme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46% AFCC 2021,40.0,48.0,204.0,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Hausse vs 2017. Profil senior confirmé — cohérent avec AFCC 2021.,,,,,age,Plus de 50 ans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76% >49 ans AFCC,60.0,50.0,307.0,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Nettement plus d'étrangers ici que dans enquêtes francophones — réalité terrain plus internationale.,,,,,nationalite,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88% AFCC (biais FR),58.5,,299.0,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,40% étrangers (p.2 résumé). Donnée plus fiable car distribution papier multilangue terrain.,,,,,nationalite,Étrangers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12% AFCC (biais FR),41.5,,212.0,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,1er pays étranger. Allemands très présents sur GR65 — confirmé dans données SJPP (2976 en 2024).,,,,,nationalite_etr,Allemagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,28.5,,60.0,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,2e pays étranger,,,,,nationalite_etr,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,,,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,3e pays étranger,,,,,nationalite_etr,Suisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,,,,,,
,,,rang,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,1er département français représenté,,,,,provenance_FR,Île-de-France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,,,,,,
,,,rang,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,2e,,,,,provenance_FR,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,,,,,,
,,,rang,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,3e ex-aequo,,,,,provenance_FR,Yvelines/Côte-d-Or/Hérault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,,,,,,
,,,depts,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,81 sur 95 Métropole + 4 DOM-TOM — couverture nationale quasi-totale,,,,,couverture_FR,Nb de départements représentés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,81.0,76.0,,,,
,,,pays,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,33 pays en 2018 vs 34 en 2017 — légère baisse,,,,,couverture_etr,Nb de pays représentés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,33.0,34.0,,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Stable vs 2017,,,,,mode_groupe,En binôme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18% couple AFCC,33.0,33.0,168.0,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Stable vs 2017. Moins de solitaires que national (50% AFCC) — segment sociable,,,,,mode_groupe,Seul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50% seul AFCC 2021,33.0,33.0,168.0,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Part groupes très élevée vs national — caractéristique ce segment,,,,,mode_groupe,En groupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10% AFCC,33.0,33.0,168.0,,,
,,,rang,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,"Mois les plus fréquentés en 2018 : mai, juin et septembre",,,,,saisonnalite,Mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pic mai AFCC,,,,,,
,,,rang,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,,,,,,saisonnalite,Juin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,rang,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,,,,,,saisonnalite,Septembre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23% sept AFCC,,,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Top 1. Hausse vs 2017 (+6.9 pts).,,,,,motivation,Pratique de la randonnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45% pratiquer marche AFCC Lot,29.9,23.0,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Top 2. Hausse vs 2017 (+7.9 pts).,,,,,motivation,Rencontre avec les autres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41% partager AFCC Lot,28.9,21.0,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Top 3. Hausse vs 2017 (+5.2 pts). Dimension spirituelle plus marquée que ACIR Toulouse V02 (21.9%).,,,,,motivation,Quête spirituelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,25.2,20.0,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,4e position,,,,,motivation,Découverte du patrimoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24% découverte AFCC,22.1,,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,5e position — cohérent avec AFCC Synthèse,,,,,motivation,Pèlerinage religieux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12% religion AFCC,14.3,,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,6e position — minoritaire,,,,,motivation,Défi sportif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non isolé AFCC,9.5,,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Formulation p.3 (vs 29.9% graphique p.4 — catégories légèrement différentes),,,,,motivation_top3,Pratique de la randonnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,23.0,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,,,,,,motivation_top3,Rencontre avec les autres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,21.0,,,,
,,,%,3,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,,,,,,motivation_top3,Quête spirituelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,20.0,,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Plus de la moitié — fort potentiel touristique du territoire,,,,,visite_locale,Profite pour visiter ville/village traversé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,50.0,,256.0,,,
,,,%,2,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Hausse +14% vs 2017 en valeur relative. Légèrement moins que AFCC (besoin moindre sur segment bien équipé?),,,,,services_payants,Transporteur de bagages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14% portage AFCC Lot / 17% AFCC Synthèse,25.0,,128.0,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Stable vs 2017. 1er choix confirmé.,,,,,type_hebergement,Gîte d'étape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81% AFCC — réponse multiple,40.0,40.0,204.0,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,2e choix — spécifique GR65 (hospitalité gratuite). Non mesuré dans autres sources.,,,,,type_hebergement,Accueil Donativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,22.6,,115.0,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,3e choix,,,,,type_hebergement,Chambre d'hôtes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30% AFCC (multi-réponse),14.9,,76.0,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,4e choix — offre spécifique pèlerins,,,,,type_hebergement,Hôtel/Camping pèlerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12% camping AFCC,,,,,,
,,,hébergeurs,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Plus d'une vingtaine d'hébergeurs sur le segment Fonteilles-Livinhac,,,,,offre_locale,Nb hébergeurs sur segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré,20.0,,,,,
,,,€/j/pers,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Stable vs 2017. Inférieur à AFCC 2021 — effet inflation 2019-2021.,,,,,budget_journalier,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9€ AFCC 2021 FR,40.39,40.39,,,,
,,,€/j/pers,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,Baisse vs 2017 pour étrangers. Convergence FR/Etr remarquable.,,,,,budget_journalier,Étrangers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3€ AFCC 2021 etr,40.44,42.7,,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,40% ont budget ≥40€/j,,,,,budget_journalier,Part marcheurs ≥40€/j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,40.0,,204.0,,,
,,,€/séjour,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,~40€/j × 15j = 600€ cohérent,,,,,budget_sejour,Budget 15j estimé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659€ AFCC total,600.0,,,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,1er commerce utilisé — approvisionnement autonome,,,,,commerce_utilise,Épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,30.8,,,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,2e,,,,,commerce_utilise,Boulangerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,22.4,,,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,3e,,,,,commerce_utilise,Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,14.0,,,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,4e,,,,,commerce_utilise,Office de Tourisme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non mesuré AFCC,8.9,,,,,
,,,%,5,,,,,ot_decazeville_2018,02_profil_enquete,,,,,,,,,,5e — plus faible qu'AFCC car pique-nique/épicerie privilégiés,,,,,commerce_utilise,Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45% AFCC (différente base),7.6,,,,,
,,,%,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,,Part marcheurs par TRONÇON (sectionnistes),Focus Lot 2021 : non mesuré directement | AFCC Synthèse : durée 27.8j suggère sections | Bilan Decazeville 2017 : idem,PARAMÈTRE CENTRAL du modèle à compartiments : 3 marcheurs sur 4 ne font pas la totalité → génèrent des flux stockés en N+1 ou N+2.
,,,%,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,,Part marcheurs en totalité (Le Puy → Santiago),Stable vs 2017. Focus Lot : 67% visent Santiago un jour (intention vs réalité différentes),Taux de complétion immédiate = 25%. Les 75% restants = réservoir de flux futurs.
,,,tronçons,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,Nb de tronçons différents cités,Illustre l'extrême diversité des points d'entrée/sortie,Le modèle à compartiments doit gérer 80+ points d'entrée potentiels — simplifier par clusters géographiques.
,,,,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOP TRONÇONS LES PLUS CITÉS — COMPARTIMENTS GR65 DIRECTEMENT IDENTIFIABLES,,
,,,nb_etapes,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,troncon,km,,rang,compartiments_traverses,point_depart_modele
,,,17,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Puy-en-Velay → Cahors,353,,1,Haute-Loire → Lozère → Aveyron (Conques) → Lot (Felzins → Figeac → Limogne → Cahors),Le Puy-en-Velay
,,,6,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conques → Cahors,136,,2,Aveyron (Conques) → Lot (Felzins → Figeac → Limogne → Cahors),Conques
,,,12,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Puy-en-Velay → Figeac,296,,3,Haute-Loire → Lozère → Aveyron (Conques) → Lot (Felzins → Figeac uniquement),Le Puy-en-Velay
,,,32,,,,,,ot_decazeville_2018,03_troncons_modele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Puy-en-Velay → SJPP (totalité française),755,,4,Intégralité du GR65 français,Le Puy-en-Velay
